ind	reg	sex	chrom	nonEnrCG	nonEnrnonCG	EnrCG	EnrnonCG
S_Pathan-1	SouthAsia	M	19	36	329	0	7
S_Pathan-2	SouthAsia	F	19	26	350	0	5
S_Piapoco-1	America	F	19	38	327	2	2
S_Piapoco-2	America	F	19	39	365	1	6
S_Pima-1	America	M	19	42	330	0	9
S_Pima-2	America	F	19	43	333	0	7
S_Polish-1	WestEurasia	M	19	32	357	2	9
S_Punjabi-1	SouthAsia	M	19	30	321	0	5
S_Punjabi-2	SouthAsia	M	19	36	316	2	8
S_Punjabi-3	SouthAsia	F	19	56	338	0	7
S_Punjabi-4	SouthAsia	F	19	43	350	2	6
S_Quechua-1	America	F	19	37	330	0	6
S_Quechua-2	America	M	19	44	359	2	6
S_Quechua-3	America	F	19	40	310	0	7
S_Relli-1	SouthAsia	M	19	43	331	1	9
S_Relli-2	SouthAsia	M	19	31	319	1	4
S_Russian-1	WestEurasia	M	19	36	364	1	6
S_Russian-2	WestEurasia	F	19	46	307	2	6
S_Saami-1	WestEurasia	F	19	45	325	0	5
S_Saami-2	WestEurasia	M	19	55	323	0	7
S_Samaritan-1	WestEurasia	M	19	58	364	0	6
S_Sardinian-1	WestEurasia	M	19	44	328	2	5
S_Sardinian-2	WestEurasia	F	19	36	328	0	16
S_She-1	EastAsia	F	19	40	394	1	10
S_She-2	EastAsia	M	19	41	298	2	6
S_Sindhi-1	SouthAsia	M	19	36	361	2	9
S_Sindhi-2	SouthAsia	F	19	29	296	1	10
S_Spanish-1	WestEurasia	M	19	39	344	3	5
S_Spanish-2	WestEurasia	F	19	33	359	0	12
S_Surui-1	America	F	19	36	364	0	7
S_Surui-2	America	F	19	46	350	1	7
S_Tajik-1	WestEurasia	M	19	42	327	1	4
S_Tajik-2	WestEurasia	M	19	42	359	1	4
S_Thai-1	EastAsia	M	19	38	338	0	7
S_Thai-2	EastAsia	F	19	35	364	0	5
S_Tlingit-1	CentralAsiaSiberia	M	19	36	321	3	5
S_Tlingit-2	CentralAsiaSiberia	F	19	40	294	4	3
S_Tu-1	EastAsia	M	19	35	279	0	7
S_Tu-2	EastAsia	F	19	44	327	1	3
S_Tubalar-1	CentralAsiaSiberia	F	19	43	350	1	2
S_Tubalar-2	CentralAsiaSiberia	F	19	40	366	1	4
S_Tujia-1	EastAsia	M	19	41	358	0	5
S_Tujia-2	EastAsia	F	19	41	342	1	13
S_Turkish-1	WestEurasia	M	19	52	340	2	8
S_Turkish-2	WestEurasia	F	19	42	317	2	9
S_Tuscan-1	WestEurasia	F	19	34	368	1	6
S_Tuscan-2	WestEurasia	M	19	32	348	0	1
S_Ulchi-1	CentralAsiaSiberia	F	19	44	338	0	12
S_Ulchi-2	CentralAsiaSiberia	F	19	34	343	1	8
S_Uygur-1	EastAsia	F	19	36	367	1	5
S_Uygur-2	EastAsia	M	19	28	308	1	4
S_Xibo-1	EastAsia	M	19	29	289	1	7
S_Xibo-2	EastAsia	M	19	40	376	1	10
S_Yadava-1	SouthAsia	M	19	40	328	0	7
S_Yadava-2	SouthAsia	M	19	41	371	1	8
S_Yakut-1	CentralAsiaSiberia	F	19	36	337	0	4
S_Yakut-2	CentralAsiaSiberia	M	19	37	358	1	8
S_Yemenite_Jew-1	WestEurasia	F	19	30	359	1	6
S_Yemenite_Jew-2	WestEurasia	M	19	26	355	1	8
S_Yi-1	EastAsia	M	19	36	304	1	4
S_Yi-2	EastAsia	F	19	45	336	2	5
S_Zapotec-1	America	M	19	35	347	1	8
S_Zapotec-2	America	M	19	35	343	1	7
S_Abkhasian-1	WestEurasia	M	20	48	546	0	0
S_Abkhasian-2	WestEurasia	M	20	60	535	0	0
S_Adygei-1	WestEurasia	M	20	49	548	0	0
S_Adygei-2	WestEurasia	F	20	53	607	0	0
S_Albanian-1	WestEurasia	F	20	53	522	0	0
S_Aleut-1	CentralAsiaSiberia	M	20	66	596	0	0
S_Aleut-2	CentralAsiaSiberia	F	20	64	520	0	0
S_Altaian-1	CentralAsiaSiberia	M	20	48	596	0	0
S_Ami-1	EastAsia	M	20	60	579	0	0
S_Ami-2	EastAsia	M	20	59	597	0	0
S_Armenian-1	WestEurasia	M	20	56	569	0	0
S_Armenian-2	WestEurasia	M	20	56	506	0	0
S_Atayal-1	EastAsia	M	20	50	546	0	0
S_Balochi-1	SouthAsia	M	20	58	499	0	0
S_Balochi-2	SouthAsia	M	20	42	519	0	0
S_Basque-1	WestEurasia	M	20	52	601	0	0
S_Basque-2	WestEurasia	F	20	64	559	0	0
S_BedouinB-1	WestEurasia	M	20	45	561	0	0
S_BedouinB-2	WestEurasia	F	20	62	593	0	0
S_Bengali-1	SouthAsia	M	20	51	588	0	0
S_Bengali-2	SouthAsia	F	20	46	548	0	0
S_Bergamo-1	WestEurasia	M	20	52	542	0	0
S_Bergamo-2	WestEurasia	F	20	56	579	0	0
S_Brahmin-1	SouthAsia	M	20	46	558	0	0
S_Brahmin-2	SouthAsia	M	20	50	565	0	0
S_Brahui-1	SouthAsia	M	20	43	559	0	0
S_Brahui-2	SouthAsia	M	20	60	579	0	0
S_Bulgarian-1	WestEurasia	M	20	48	592	0	0
S_Bulgarian-2	WestEurasia	M	20	54	561	0	0
S_Burmese-1	EastAsia	M	20	65	591	0	0
S_Burmese-2	EastAsia	M	20	51	589	0	0
S_Burusho-1	SouthAsia	M	20	50	562	0	0
S_Burusho-2	SouthAsia	F	20	59	635	0	0
S_Cambodian-1	EastAsia	M	20	57	556	0	0
S_Cambodian-2	EastAsia	F	20	65	633	0	0
S_Chane-1	America	M	20	61	544	0	0
S_Chechen-1	WestEurasia	M	20	46	539	0	0
S_Chukchi-1	CentralAsiaSiberia	M	20	46	570	0	0
S_Czech-2	WestEurasia	M	20	56	538	0	0
S_Dai-1	EastAsia	F	20	57	625	0	0
S_Dai-2	EastAsia	M	20	45	561	0	0
S_Dai-3	EastAsia	F	20	51	613	0	0
S_Daur-2	EastAsia	F	20	44	579	0	0
S_Druze-1	WestEurasia	F	20	45	553	0	0
S_Druze-2	WestEurasia	M	20	57	606	0	0
S_English-1	WestEurasia	M	20	57	560	0	0
S_English-2	WestEurasia	F	20	60	596	0	0
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	20	53	538	0	0
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	20	56	585	0	0
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	20	54	516	0	0
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	20	56	501	0	0
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	20	45	529	0	0
S_Estonian-1	WestEurasia	M	20	49	558	0	0
S_Estonian-2	WestEurasia	M	20	62	585	0	0
S_Even-1	CentralAsiaSiberia	F	20	55	536	0	0
S_Even-2	CentralAsiaSiberia	M	20	55	570	0	0
S_Even-3	CentralAsiaSiberia	F	20	57	556	0	0
S_Finnish-1	WestEurasia	F	20	46	579	0	0
S_Finnish-2	WestEurasia	M	20	52	575	0	0
S_Finnish-3	WestEurasia	M	20	45	575	0	0
S_French-1	WestEurasia	M	20	58	572	0	0
S_French-2	WestEurasia	F	20	59	574	0	0
S_Georgian-1	WestEurasia	M	20	53	573	0	0
S_Georgian-2	WestEurasia	M	20	57	595	0	0
S_Greek-1	WestEurasia	M	20	54	603	0	0
S_Greek-2	WestEurasia	M	20	42	567	0	0
S_Han-1	EastAsia	F	20	48	596	0	0
S_Han-2	EastAsia	M	20	66	552	0	0
S_Hazara-1	SouthAsia	M	20	46	557	0	0
S_Hazara-2	SouthAsia	M	20	72	593	0	0
S_Hezhen-1	EastAsia	M	20	56	588	0	0
S_Hezhen-2	EastAsia	F	20	49	540	0	0
S_Hungarian-1	WestEurasia	F	20	57	589	0	0
S_Hungarian-2	WestEurasia	M	20	47	556	0	0
S_Icelandic-1	WestEurasia	F	20	54	526	0	0
S_Icelandic-2	WestEurasia	F	20	53	574	0	0
S_Iranian-1	WestEurasia	M	20	60	610	0	0
S_Iranian-2	WestEurasia	M	20	63	521	0	0
S_Iraqi_Jew-1	WestEurasia	F	20	51	614	0	0
S_Iraqi_Jew-2	WestEurasia	M	20	53	533	0	0
S_Irula-1	SouthAsia	M	20	44	577	0	0
S_Irula-2	SouthAsia	M	20	52	545	0	0
S_Itelman-1	CentralAsiaSiberia	F	20	52	597	0	0
S_Japanese-1	EastAsia	M	20	61	622	0	0
S_Japanese-2	EastAsia	F	20	54	563	0	0
S_Japanese-3	EastAsia	M	20	57	616	0	0
S_Jordanian-1	WestEurasia	M	20	60	510	0	0
S_Jordanian-2	WestEurasia	M	20	52	565	0	0
S_Jordanian-3	WestEurasia	M	20	63	543	0	0
S_Kalash-1	SouthAsia	M	20	56	535	0	0
S_Kalash-2	SouthAsia	F	20	52	583	0	0
S_Kapu-1	SouthAsia	M	20	50	546	0	0
S_Kapu-2	SouthAsia	M	20	40	560	0	0
S_Karitiana-1	America	M	20	65	525	0	0
S_Karitiana-2	America	F	20	54	580	0	0
S_Khonda_Dora-1	SouthAsia	M	20	40	549	0	0
S_Kinh-1	EastAsia	F	20	49	569	0	0
S_Kinh-2	EastAsia	M	20	67	585	0	0
S_Korean-1	EastAsia	M	20	54	609	0	0
S_Korean-2	EastAsia	F	20	43	545	0	0
S_Kusunda-1	SouthAsia	M	20	59	571	0	0
S_Kusunda-2	SouthAsia	M	20	64	661	0	0
S_Kyrgyz-1	CentralAsiaSiberia	M	20	52	602	0	0
S_Kyrgyz-2	CentralAsiaSiberia	F	20	53	547	0	0
S_Lahu-1	EastAsia	F	20	68	599	0	0
S_Lahu-2	EastAsia	M	20	51	555	0	0
S_Lezgin-1	WestEurasia	M	20	58	562	0	0
S_Lezgin-2	WestEurasia	M	20	52	519	0	0
S_Madiga-1	SouthAsia	M	20	69	577	0	0
S_Madiga-2	SouthAsia	M	20	59	523	0	0
S_Makrani-1	SouthAsia	M	20	59	558	0	0
S_Makrani-2	SouthAsia	F	20	49	555	0	0
S_Mala-2	SouthAsia	M	20	53	574	0	0
S_Mala-3	SouthAsia	M	20	52	576	0	0
S_Mansi-1	CentralAsiaSiberia	M	20	56	554	0	0
S_Mansi-2	CentralAsiaSiberia	F	20	71	563	0	0
S_Mayan-1	America	F	20	47	546	0	0
S_Mayan-2	America	F	20	64	592	0	0
S_Miao-1	EastAsia	M	20	58	586	0	0
S_Miao-2	EastAsia	F	20	48	609	0	0
S_Mixe-2	America	F	20	57	556	0	0
S_Mixe-3	America	F	20	46	538	0	0
S_Mixtec-1	America	M	20	62	582	0	0
S_Mixtec-2	America	F	20	54	541	0	0
S_Mongola-1	CentralAsiaSiberia	M	20	62	633	0	0
S_Mongola-2	CentralAsiaSiberia	F	20	54	596	0	0
S_Naxi-1	EastAsia	M	20	60	575	0	0
S_Naxi-2	EastAsia	F	20	57	634	0	0
S_Naxi-3	EastAsia	F	20	54	587	0	0
S_North_Ossetian-1	WestEurasia	M	20	52	578	0	0
S_North_Ossetian-2	WestEurasia	M	20	49	554	0	0
S_Norwegian-1	WestEurasia	F	20	34	540	0	0
S_Orcadian-1	WestEurasia	M	20	52	574	0	0
S_Orcadian-2	WestEurasia	F	20	52	577	0	0
S_Oroqen-1	EastAsia	M	20	60	587	0	0
S_Oroqen-2	EastAsia	F	20	63	581	0	0
S_Palestinian-1	WestEurasia	M	20	46	558	0	0
S_Palestinian-2	WestEurasia	M	20	59	649	0	0
S_Palestinian-3	WestEurasia	F	20	54	595	0	0
S_Pathan-1	SouthAsia	M	20	47	539	0	0
S_Pathan-2	SouthAsia	F	20	63	536	0	0
S_Piapoco-1	America	F	20	56	560	0	0
S_Piapoco-2	America	F	20	52	566	0	0
S_Pima-1	America	M	20	56	603	0	0
S_Pima-2	America	F	20	51	571	0	0
S_Polish-1	WestEurasia	M	20	51	583	0	0
S_Punjabi-1	SouthAsia	M	20	49	565	0	0
S_Punjabi-2	SouthAsia	M	20	52	520	0	0
S_Punjabi-3	SouthAsia	F	20	38	561	0	0
S_Punjabi-4	SouthAsia	F	20	46	571	0	0
S_Quechua-1	America	F	20	58	582	0	0
S_Quechua-2	America	M	20	55	548	0	0
S_Quechua-3	America	F	20	36	510	0	0
S_Relli-1	SouthAsia	M	20	45	555	0	0
S_Relli-2	SouthAsia	M	20	57	528	0	0
S_Russian-1	WestEurasia	M	20	50	547	0	0
S_Russian-2	WestEurasia	F	20	54	563	0	0
S_Saami-1	WestEurasia	F	20	63	571	0	0
S_Saami-2	WestEurasia	M	20	49	556	0	0
S_Samaritan-1	WestEurasia	M	20	38	594	0	0
S_Sardinian-1	WestEurasia	M	20	54	561	0	0
S_Sardinian-2	WestEurasia	F	20	48	572	0	0
S_She-1	EastAsia	F	20	60	587	0	0
S_She-2	EastAsia	M	20	60	572	0	0
S_Sindhi-1	SouthAsia	M	20	57	589	0	0
S_Sindhi-2	SouthAsia	F	20	48	537	0	0
S_Spanish-1	WestEurasia	M	20	61	571	0	0
S_Spanish-2	WestEurasia	F	20	39	615	0	0
S_Surui-1	America	F	20	54	567	0	0
S_Surui-2	America	F	20	51	476	0	0
S_Tajik-1	WestEurasia	M	20	53	546	0	0
S_Tajik-2	WestEurasia	M	20	63	526	0	0
S_Thai-1	EastAsia	M	20	54	592	0	0
S_Thai-2	EastAsia	F	20	68	610	0	0
S_Tlingit-1	CentralAsiaSiberia	M	20	43	568	0	0
S_Tlingit-2	CentralAsiaSiberia	F	20	66	576	0	0
S_Tu-1	EastAsia	M	20	41	560	0	0
S_Tu-2	EastAsia	F	20	51	541	0	0
S_Tubalar-1	CentralAsiaSiberia	F	20	68	564	0	0
S_Tubalar-2	CentralAsiaSiberia	F	20	57	583	0	0
S_Tujia-1	EastAsia	M	20	56	595	0	0
S_Tujia-2	EastAsia	F	20	47	551	0	0
S_Turkish-1	WestEurasia	M	20	46	567	0	0
S_Turkish-2	WestEurasia	F	20	48	576	0	0
S_Tuscan-1	WestEurasia	F	20	54	554	0	0
S_Tuscan-2	WestEurasia	M	20	38	512	0	0
S_Ulchi-1	CentralAsiaSiberia	F	20	63	542	0	0
S_Ulchi-2	CentralAsiaSiberia	F	20	58	535	0	0
S_Uygur-1	EastAsia	F	20	52	515	0	0
S_Uygur-2	EastAsia	M	20	58	526	0	0
S_Xibo-1	EastAsia	M	20	52	575	0	0
S_Xibo-2	EastAsia	M	20	44	577	0	0
S_Yadava-1	SouthAsia	M	20	60	546	0	0
S_Yadava-2	SouthAsia	M	20	40	529	0	0
S_Yakut-1	CentralAsiaSiberia	F	20	54	501	0	0
S_Yakut-2	CentralAsiaSiberia	M	20	55	605	0	0
S_Yemenite_Jew-1	WestEurasia	F	20	60	552	0	0
S_Yemenite_Jew-2	WestEurasia	M	20	41	534	0	0
S_Yi-1	EastAsia	M	20	39	531	0	0
S_Yi-2	EastAsia	F	20	53	500	0	0
S_Zapotec-1	America	M	20	44	576	0	0
S_Zapotec-2	America	M	20	53	513	0	0
S_Abkhasian-1	WestEurasia	M	21	31	380	0	12
S_Abkhasian-2	WestEurasia	M	21	27	357	1	11
S_Adygei-1	WestEurasia	M	21	43	363	0	11
S_Adygei-2	WestEurasia	F	21	30	374	1	16
S_Albanian-1	WestEurasia	F	21	31	361	0	19
S_Aleut-1	CentralAsiaSiberia	M	21	38	375	1	11
S_Aleut-2	CentralAsiaSiberia	F	21	42	506	0	27
S_Altaian-1	CentralAsiaSiberia	M	21	43	432	2	14
S_Ami-1	EastAsia	M	21	28	384	1	8
S_Ami-2	EastAsia	M	21	41	392	2	8
S_Armenian-1	WestEurasia	M	21	40	395	0	14
S_Armenian-2	WestEurasia	M	21	36	410	0	20
S_Atayal-1	EastAsia	M	21	44	423	2	10
S_Balochi-1	SouthAsia	M	21	31	366	1	15
S_Balochi-2	SouthAsia	M	21	34	303	0	24
S_Basque-1	WestEurasia	M	21	33	366	1	24
S_Basque-2	WestEurasia	F	21	34	349	0	14
S_BedouinB-1	WestEurasia	M	21	31	322	1	19
S_BedouinB-2	WestEurasia	F	21	27	385	0	14
S_Bengali-1	SouthAsia	M	21	26	362	1	11
S_Bengali-2	SouthAsia	F	21	42	367	1	21
S_Bergamo-1	WestEurasia	M	21	29	392	1	13
S_Bergamo-2	WestEurasia	F	21	26	407	1	29
S_Brahmin-1	SouthAsia	M	21	35	399	2	22
S_Brahmin-2	SouthAsia	M	21	36	359	0	10
S_Brahui-1	SouthAsia	M	21	29	381	1	15
S_Brahui-2	SouthAsia	M	21	29	323	1	10
S_Bulgarian-1	WestEurasia	M	21	38	392	1	9
S_Bulgarian-2	WestEurasia	M	21	48	398	0	25
S_Burmese-1	EastAsia	M	21	26	367	2	10
S_Burmese-2	EastAsia	M	21	49	413	2	8
S_Burusho-1	SouthAsia	M	21	38	445	2	14
S_Burusho-2	SouthAsia	F	21	33	338	0	15
S_Cambodian-1	EastAsia	M	21	28	388	1	12
S_Cambodian-2	EastAsia	F	21	37	371	1	21
S_Chane-1	America	M	21	36	407	2	11
S_Chechen-1	WestEurasia	M	21	37	410	0	16
S_Chukchi-1	CentralAsiaSiberia	M	21	43	367	0	14
S_Czech-2	WestEurasia	M	21	31	416	1	10
S_Dai-1	EastAsia	F	21	36	386	0	18
S_Dai-2	EastAsia	M	21	33	387	0	17
S_Dai-3	EastAsia	F	21	38	356	1	8
S_Daur-2	EastAsia	F	21	34	400	0	15
S_Druze-1	WestEurasia	F	21	27	421	0	20
S_Druze-2	WestEurasia	M	21	33	389	0	18
S_English-1	WestEurasia	M	21	44	374	1	18
S_English-2	WestEurasia	F	21	26	360	0	12
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	21	40	407	0	16
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	21	29	391	0	11
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	21	38	366	0	12
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	21	37	335	0	15
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	21	36	385	0	11
S_Estonian-1	WestEurasia	M	21	26	365	0	16
S_Estonian-2	WestEurasia	M	21	41	392	0	10
S_Even-1	CentralAsiaSiberia	F	21	42	358	0	22
S_Even-2	CentralAsiaSiberia	M	21	38	395	0	8
S_Even-3	CentralAsiaSiberia	F	21	27	387	2	13
S_Finnish-1	WestEurasia	F	21	30	389	0	16
S_Finnish-2	WestEurasia	M	21	27	403	0	20
S_Finnish-3	WestEurasia	M	21	31	379	0	16
S_French-1	WestEurasia	M	21	32	357	0	17
S_French-2	WestEurasia	F	21	35	392	0	18
S_Georgian-1	WestEurasia	M	21	39	392	1	11
S_Georgian-2	WestEurasia	M	21	19	375	2	12
S_Greek-1	WestEurasia	M	21	37	340	0	13
S_Greek-2	WestEurasia	M	21	35	379	0	15
S_Han-1	EastAsia	F	21	36	365	0	7
S_Han-2	EastAsia	M	21	44	390	0	13
S_Hazara-1	SouthAsia	M	21	37	377	1	16
S_Hazara-2	SouthAsia	M	21	48	394	0	16
S_Hezhen-1	EastAsia	M	21	28	386	1	17
S_Hezhen-2	EastAsia	F	21	35	379	0	13
S_Hungarian-1	WestEurasia	F	21	30	396	1	12
S_Hungarian-2	WestEurasia	M	21	34	356	0	13
S_Icelandic-1	WestEurasia	F	21	32	401	1	9
S_Icelandic-2	WestEurasia	F	21	39	430	0	11
S_Iranian-1	WestEurasia	M	21	37	336	1	9
S_Iranian-2	WestEurasia	M	21	44	377	0	28
S_Iraqi_Jew-1	WestEurasia	F	21	38	371	0	20
S_Iraqi_Jew-2	WestEurasia	M	21	45	378	1	11
S_Irula-1	SouthAsia	M	21	38	383	0	24
S_Irula-2	SouthAsia	M	21	25	434	1	7
S_Itelman-1	CentralAsiaSiberia	F	21	30	349	0	15
S_Japanese-1	EastAsia	M	21	25	359	0	8
S_Japanese-2	EastAsia	F	21	31	374	0	12
S_Japanese-3	EastAsia	M	21	39	363	1	12
S_Jordanian-1	WestEurasia	M	21	29	341	1	22
S_Jordanian-2	WestEurasia	M	21	28	391	1	25
S_Jordanian-3	WestEurasia	M	21	36	378	1	16
S_Kalash-1	SouthAsia	M	21	34	368	1	10
S_Kalash-2	SouthAsia	F	21	35	361	0	10
S_Kapu-1	SouthAsia	M	21	42	414	1	15
S_Kapu-2	SouthAsia	M	21	37	433	1	14
S_Karitiana-1	America	M	21	31	380	0	10
S_Karitiana-2	America	F	21	35	374	0	13
S_Khonda_Dora-1	SouthAsia	M	21	33	357	0	18
S_Kinh-1	EastAsia	F	21	35	384	0	13
S_Kinh-2	EastAsia	M	21	23	410	2	14
S_Korean-1	EastAsia	M	21	43	367	3	12
S_Korean-2	EastAsia	F	21	37	385	0	16
S_Kusunda-1	SouthAsia	M	21	37	420	0	15
S_Kusunda-2	SouthAsia	M	21	28	369	0	15
S_Kyrgyz-1	CentralAsiaSiberia	M	21	26	357	0	12
S_Kyrgyz-2	CentralAsiaSiberia	F	21	23	418	1	18
S_Lahu-1	EastAsia	F	21	30	402	0	12
S_Lahu-2	EastAsia	M	21	37	417	0	10
S_Lezgin-1	WestEurasia	M	21	30	374	1	13
S_Lezgin-2	WestEurasia	M	21	32	385	0	13
S_Madiga-1	SouthAsia	M	21	33	377	2	18
S_Madiga-2	SouthAsia	M	21	37	419	3	16
S_Makrani-1	SouthAsia	M	21	38	392	0	12
S_Makrani-2	SouthAsia	F	21	32	351	0	10
S_Mala-2	SouthAsia	M	21	32	389	2	13
S_Mala-3	SouthAsia	M	21	39	390	0	12
S_Mansi-1	CentralAsiaSiberia	M	21	33	375	0	14
S_Mansi-2	CentralAsiaSiberia	F	21	38	355	0	21
S_Mayan-1	America	F	21	45	380	0	12
S_Mayan-2	America	F	21	40	367	2	9
S_Miao-1	EastAsia	M	21	40	345	1	8
S_Miao-2	EastAsia	F	21	29	411	0	10
S_Mixe-2	America	F	21	38	349	0	21
S_Mixe-3	America	F	21	41	379	0	19
S_Mixtec-1	America	M	21	45	421	1	16
S_Mixtec-2	America	F	21	41	352	1	8
S_Mongola-1	CentralAsiaSiberia	M	21	31	350	2	6
S_Mongola-2	CentralAsiaSiberia	F	21	29	400	0	11
S_Naxi-1	EastAsia	M	21	33	360	1	16
S_Naxi-2	EastAsia	F	21	30	319	0	12
S_Naxi-3	EastAsia	F	21	27	414	2	13
S_North_Ossetian-1	WestEurasia	M	21	44	377	1	13
S_North_Ossetian-2	WestEurasia	M	21	43	372	1	11
S_Norwegian-1	WestEurasia	F	21	28	425	1	21
S_Orcadian-1	WestEurasia	M	21	26	366	0	13
S_Orcadian-2	WestEurasia	F	21	32	403	1	14
S_Oroqen-1	EastAsia	M	21	44	446	0	7
S_Oroqen-2	EastAsia	F	21	35	349	1	10
S_Palestinian-1	WestEurasia	M	21	23	351	2	18
S_Palestinian-2	WestEurasia	M	21	23	426	2	21
S_Palestinian-3	WestEurasia	F	21	33	326	1	11
S_Pathan-1	SouthAsia	M	21	42	388	1	16
S_Pathan-2	SouthAsia	F	21	34	372	0	16
S_Piapoco-1	America	F	21	33	387	3	13
S_Piapoco-2	America	F	21	43	390	1	18
S_Pima-1	America	M	21	38	381	0	17
S_Pima-2	America	F	21	44	357	0	22
S_Polish-1	WestEurasia	M	21	31	394	0	17
S_Punjabi-1	SouthAsia	M	21	39	420	2	14
S_Punjabi-2	SouthAsia	M	21	36	422	0	18
S_Punjabi-3	SouthAsia	F	21	33	383	2	12
S_Punjabi-4	SouthAsia	F	21	31	335	2	10
S_Quechua-1	America	F	21	39	350	0	11
S_Quechua-2	America	M	21	30	393	0	12
S_Quechua-3	America	F	21	41	389	0	14
S_Relli-1	SouthAsia	M	21	30	351	0	17
S_Relli-2	SouthAsia	M	21	37	408	0	13
S_Russian-1	WestEurasia	M	21	32	399	0	17
S_Russian-2	WestEurasia	F	21	33	404	0	17
S_Saami-1	WestEurasia	F	21	31	377	0	19
S_Saami-2	WestEurasia	M	21	37	413	0	16
S_Samaritan-1	WestEurasia	M	21	39	383	0	7
S_Sardinian-1	WestEurasia	M	21	30	381	0	18
S_Sardinian-2	WestEurasia	F	21	31	358	0	20
S_She-1	EastAsia	F	21	30	359	0	7
S_She-2	EastAsia	M	21	25	405	0	13
S_Sindhi-1	SouthAsia	M	21	38	396	2	15
S_Sindhi-2	SouthAsia	F	21	34	368	3	13
S_Spanish-1	WestEurasia	M	21	40	375	1	19
S_Spanish-2	WestEurasia	F	21	37	404	0	24
S_Surui-1	America	F	21	33	419	1	15
S_Surui-2	America	F	21	35	359	0	7
S_Tajik-1	WestEurasia	M	21	30	349	0	16
S_Tajik-2	WestEurasia	M	21	27	385	0	13
S_Thai-1	EastAsia	M	21	32	366	1	16
S_Thai-2	EastAsia	F	21	34	383	1	13
S_Tlingit-1	CentralAsiaSiberia	M	21	46	407	1	14
S_Tlingit-2	CentralAsiaSiberia	F	21	38	403	1	16
S_Tu-1	EastAsia	M	21	28	361	1	9
S_Tu-2	EastAsia	F	21	37	434	0	8
S_Tubalar-1	CentralAsiaSiberia	F	21	45	386	1	12
S_Tubalar-2	CentralAsiaSiberia	F	21	43	392	2	12
S_Tujia-1	EastAsia	M	21	32	354	1	19
S_Tujia-2	EastAsia	F	21	28	347	1	8
S_Turkish-1	WestEurasia	M	21	28	388	2	10
S_Turkish-2	WestEurasia	F	21	39	417	0	14
S_Tuscan-1	WestEurasia	F	21	20	381	0	11
S_Tuscan-2	WestEurasia	M	21	34	403	2	16
S_Ulchi-1	CentralAsiaSiberia	F	21	36	392	0	15
S_Ulchi-2	CentralAsiaSiberia	F	21	44	413	0	9
S_Uygur-1	EastAsia	F	21	32	358	1	25
S_Uygur-2	EastAsia	M	21	37	398	1	11
S_Xibo-1	EastAsia	M	21	24	376	0	11
S_Xibo-2	EastAsia	M	21	39	382	0	12
S_Yadava-1	SouthAsia	M	21	37	377	4	17
S_Yadava-2	SouthAsia	M	21	23	364	1	13
S_Yakut-1	CentralAsiaSiberia	F	21	31	361	1	12
S_Yakut-2	CentralAsiaSiberia	M	21	43	419	4	8
S_Yemenite_Jew-1	WestEurasia	F	21	35	414	2	17
S_Yemenite_Jew-2	WestEurasia	M	21	34	352	1	11
S_Yi-1	EastAsia	M	21	31	347	0	13
S_Yi-2	EastAsia	F	21	26	403	0	13
S_Zapotec-1	America	M	21	34	334	0	11
S_Zapotec-2	America	M	21	33	336	0	12
S_Abkhasian-1	WestEurasia	M	22	38	283	0	0
S_Abkhasian-2	WestEurasia	M	22	40	309	0	0
S_Adygei-1	WestEurasia	M	22	31	316	0	0
S_Adygei-2	WestEurasia	F	22	38	278	0	0
S_Albanian-1	WestEurasia	F	22	32	259	0	0
S_Aleut-1	CentralAsiaSiberia	M	22	34	312	0	0
S_Aleut-2	CentralAsiaSiberia	F	22	40	284	0	0
S_Altaian-1	CentralAsiaSiberia	M	22	40	324	0	0
S_Ami-1	EastAsia	M	22	21	287	0	0
S_Ami-2	EastAsia	M	22	22	273	0	0
S_Armenian-1	WestEurasia	M	22	37	294	0	0
S_Armenian-2	WestEurasia	M	22	29	247	0	0
S_Atayal-1	EastAsia	M	22	29	272	0	0
S_Balochi-1	SouthAsia	M	22	36	280	0	0
S_Balochi-2	SouthAsia	M	22	30	277	0	0
S_Basque-1	WestEurasia	M	22	35	297	0	0
S_Basque-2	WestEurasia	F	22	32	278	0	0
S_BedouinB-1	WestEurasia	M	22	27	280	0	0
S_BedouinB-2	WestEurasia	F	22	31	320	0	0
S_Bengali-1	SouthAsia	M	22	33	283	0	0
S_Bengali-2	SouthAsia	F	22	32	304	0	0
S_Bergamo-1	WestEurasia	M	22	20	275	0	0
S_Bergamo-2	WestEurasia	F	22	29	304	0	0
S_Brahmin-1	SouthAsia	M	22	26	243	0	0
S_Brahmin-2	SouthAsia	M	22	35	266	0	0
S_Brahui-1	SouthAsia	M	22	40	288	0	0
S_Brahui-2	SouthAsia	M	22	49	255	0	0
